COMMUNE_NL,COMMUNE_FR,COMMUNE_DE,PKANCODE,STREET_NL,STREET_FR,STREET_DE,HUISNR,LAT,LON
Lille,,,2275,Oevelenberg,,,6,51.254841953,4.81803027992
Lille,,,2275,De Schrans,,,3,51.2373957783,4.8198985361
Lille,,,2275,Vlimmersebaan,,,73,51.268786461,4.78639828068
Lille,,,2275,Kerkstraat,,,72,51.2378489152,4.81800512197
Lille,,,2275,Kerkstraat,,,18C,51.2387575724,4.82265683876
Lille,,,2275,Bosuilweg,,,5,51.2762511183,4.7919017605
Lille,,,2275,Hemeldonk,,,17,51.2724763053,4.85351376889
Lille,,,2275,Merelstraat,,,5,51.2511596429,4.81926214876
Lille,,,2275,Boskant,,,7A,51.2389526518,4.81992809106
Lille,,,2275,Bersegembaan,,,17,51.2703539483,4.78812177373
Lille,,,2275,Berg,,,9,51.2367725123,4.82782991206
Lille,,,2275,Pastorijstraat,,,73,51.2674745023,4.79550988235
Lille,,,2275,Molenheidedreef,,,50,51.2737249824,4.79819604184
Lille,,,2275,Egelspad,,,6,51.288597916,4.8439050935
Lille,,,2275,Vlimmersebaan,,,8,51.2640972924,4.78630459361
Lille,,,2275,Bremstraat,,,4,51.270156875,4.79061017182
Lille,,,2275,Gagelveld,,,24,51.2387908108,4.82858696587
Lille,,,2275,Zand,,,41,51.2666699787,4.80121390425
Lille,,,2275,Hemeldonk,,,22,51.2728295431,4.85384387777
Lille,,,2275,Konijnenpad,,,38,51.2875269726,4.84396825535
Lille,,,2275,Wechelsebaan,,,28,51.2434425347,4.82256706589
Lille,,,2275,Laagland,,,5,51.2313324145,4.82817168649
Lille,,,2275,Vierde Bosdreef,,,1,51.2721788763,4.80487769314
Lille,,,2275,Lage Schoom,,,9,51.2474097664,4.82177295316
Lille,,,2275,Balsakker,,,21,51.2384569458,4.81837011045
Lille,,,2275,Heikenstraat,,,2,51.2202448198,4.81222441972
Lille,,,2275,Kerkstraat,,,18,51.2385812929,4.82268418697
Lille,,,2275,Kloosterstraat,,,48,51.2650988335,4.86440619828
Lille,,,2275,Lichtaartsesteenweg,,,60,51.2216816714,4.84005753361
Lille,,,2275,Slaaplaken,,,19,51.2269781438,4.83339822078
Lille,,,2275,Hulsbos,,,28,51.2269153453,4.8341434267
Lille,,,2275,Hoogland,,,67,51.2345749869,4.8383950742
Lille,,,2275,Wagemansstraat,,,72,51.257024992,4.79497911695
Lille,,,2275,Eigenaarsstraat,,,31,51.270397813,4.86947302281
Lille,,,2275,Vlimmersebaan,,,46,51.266140694,4.7879587011
Lille,,,2275,Heggelaan,,,72A,51.2216207562,4.83100201717
Lille,,,2275,Oude Baan,,,5,51.2690966134,4.87092237664
Lille,,,2275,Poederleese weg,,,99,51.2329144128,4.83072431721
Lille,,,2275,Oude Baan,,,32,51.2694926752,4.8733420148
Lille,,,2275,Moleneind,,,48,51.2313137567,4.82681985791
Lille,,,2275,Dorp,,,45,51.2292780025,4.8343663285
Lille,,,2275,Rechtestraat,,,10,51.2388103029,4.82420610134
Lille,,,2275,Oostmalsebaan,,,50,51.266914966,4.78200939249
Lille,,,2275,Rooien,,,17,51.2835114453,4.89040376965
Lille,,,2275,Wagemansstraat,,,29,51.2602443976,4.79179452699
Lille,,,2275,Kloosterstraat,,,43,51.2643144203,4.86408293419
Lille,,,2275,Lozijde,,,11,51.2727892394,4.87389536255
Lille,,,2275,Hulsbos,,,13,51.2263475515,4.83079872265
Lille,,,2275,Balsakker,,,25A,51.2384177014,4.81779382427
Lille,,,2275,Heikant,,,68,51.2294348733,4.82717043936
Lille,,,2275,Kapelstraat,,,9,51.2436895666,4.82370452163
Lille,,,2275,De Dalen,,,28,51.2686187305,4.79087776683
Lille,,,2275,Kosterstraat,,,69,51.2702816472,4.8750939573
Lille,,,2275,Moereind,,,107,51.2553840664,4.78530347592
Lille,,,2275,Vendelmansweg,,,48,51.2656711205,4.79554720448
Lille,,,2275,Moleneind,,,28,51.2325201027,4.82519571274
Lille,,,2275,Krokuslaan,,,15,51.2711309959,4.86841139623
Lille,,,2275,Zand,,,100,51.2598089269,4.79799492713
Lille,,,2275,Veenzijde,,,24,51.2623550901,4.86361838526
Lille,,,2275,Het Ven,,,1A,51.2622224153,4.86591118689
Lille,,,2275,Wechelsebaan,,,92,51.2466502613,4.82003008472
Lille,,,2275,Egelspad,,,10,51.2891209938,4.84351294268
Lille,,,2275,Schoorstraat,,,2A,51.2767200088,4.88309728464
Lille,,,2275,Wechelsebaan,,,104,,
Lille,,,2275,Kruisweg,,,3,51.2647959288,4.79324986112
Lille,,,2275,Kapelstraat,,,36,51.2451721854,4.82457484071
Lille,,,2275,Gebroeders De Winterstraat,,,39,51.2620652928,4.79027790399
Lille,,,2275,Valvekenstraat,,,79,51.2537996464,4.829053439
Lille,,,2275,Veldstraat,,,32,51.2401218916,4.8161429125
Lille,,,2275,Lichtaartsesteenweg,,,58,51.2217475557,4.84001296885
Lille,,,2275,Heggelaan,,,11,51.2240481909,4.83612008723
Lille,,,2275,Bersegembaan,,,23,51.2714250519,4.78841099332
Lille,,,2275,Boskant,,,29,51.24017922,4.81841982848
Lille,,,2275,Borze,,,25,51.2400708156,4.8373124242
Lille,,,2275,Beek,,,59,51.2351508317,4.83470871742
Lille,,,2275,Boonhof,,,59,51.2586236692,4.78799581111
Lille,,,2275,Schoolstraat,,,6A,,
Lille,,,2275,Pastorijstraat,,,92,51.2673552093,4.79816945873
Lille,,,2275,Visbeekbaan,,,56,51.2683057494,4.79416293363
Lille,,,2275,Heikant,,,127,51.2275871995,4.82204615463
Lille,,,2275,Beulk,,,78,51.262119893,4.77944537937
Lille,,,2275,Kerkstraat,,,55,51.2378988217,4.82019193571
Lille,,,2275,De Nefstraat,,,29A,51.269455837,4.86964041282
Lille,,,2275,Karrewiel,,,13,51.27509628,4.79361015446
Lille,,,2275,Borgstraat,,,32,51.256270233,4.78814878361
Lille,,,2275,Zagerijstraat,,,9A,51.2337256526,4.82723489184
Lille,,,2275,Tuinwijk,,,7,51.2347225566,4.83328711038
Lille,,,2275,Boskant,,,28,51.2401544984,4.81912840267
Lille,,,2275,Gierlebaan,,,8,51.2420148767,4.82397326082
Lille,,,2275,Laakakker,,,9,51.2288617998,4.84483447157
Lille,,,2275,Vennestraat,,,8,51.266488271,4.86831152266
Lille,,,2275,Het Laar,,,1,51.2802559602,4.86316423717
Lille,,,2275,Rozenlaan,,,21,51.2650651158,4.86708072185
Lille,,,2275,Berg,,,14,51.2364749248,4.82900208261
Lille,,,2275,Veenzijde,,,39,51.2608201363,4.8654604085
Lille,,,2275,Valkenstraat,,,22,51.26051261,4.86168987782
Lille,,,2275,Vennestraat,,,84,51.2619883959,4.87250304934
Lille,,,2275,Pastorijstraat,,,110,51.2686262703,4.80021321909
Lille,,,2275,Het Ven,,,3,51.2622143384,4.86633530216
Lille,,,2275,Lindelostraat,,,1,51.2355179523,4.8242174095
Lille,,,2275,Haestakkers,,,10,51.2251336981,4.83945647124
Lille,,,2275,Kabienstraat,,,16,51.2396780964,4.8215529201
Lille,,,2275,Gierlebaan,,,35,51.243955759,4.82660103737
Lille,,,2275,Broekzijstraat,,,87,51.24111405,4.80474792301
Lille,,,2275,Heggekapel,,,1,51.2203447284,4.83247192894
Lille,,,2275,Achterstenhoek,,,24,51.2496112883,4.8122322084
Lille,,,2275,Gierlebaan,,,13,51.242980435,4.82485452815
Lille,,,2275,Boskant,,,100,51.2477152589,4.81640397124
Lille,,,2275,Valvekenstraat,,,42,51.2534050654,4.82312947417
Lille,,,2275,Achterstenhoek,,,5,51.2479929255,4.81187105315
Lille,,,2275,Wechelsebaan,,,36,51.2437863977,4.82210829443
Lille,,,2275,Kloosterstraat,,,65,51.2631633301,4.86260850646
Lille,,,2275,Biezenhoek,,,34,49.2933351651,2.30668956214
Lille,,,2275,Klaprooslaan,,,9,51.2720047915,4.8719423549
Lille,,,2275,Moereind,,,101,51.2555185049,4.78612631255
Lille,,,2275,Kabienstraat,,,13,51.2393835037,4.82100033884
Lille,,,2275,Eikenlaan,,,8,51.2417595095,4.82729728879
Lille,,,2275,Rozenlaan,,,2,51.2650020955,4.86631540659
Lille,,,2275,Gierlebaan,,,9,51.2427772792,4.82443954039
Lille,,,2275,Herentalsesteenweg,,,5,51.225798542,4.83500333377
Lille,,,2275,Pulsebaan,,,64,51.2599753021,4.7825516942
Lille,,,2275,Kerkstraat,,,75,51.2374950044,4.81817939986
Lille,,,2275,Heihoef,,,3,,
Lille,,,2275,Schoorstraat,,,27,51.2797641916,4.87569021562
Lille,,,2275,Dr.Tricotstraat,,,10,51.2286446262,4.83916270548
Lille,,,2275,Kan. J. Peetersstraat,,,30,51.268757681,4.87239625332
Lille,,,2275,Eekhoornweg,,,25,51.274964118,4.79138835011
Lille,,,2275,Eigenaarsstraat,,,41,51.2706808038,4.87003718917
Lille,,,2275,Kerkstraat,,,86,51.2374185535,4.81651211812
Lille,,,2275,Walravensbaan,,,30,51.2470010081,4.86575616143
Lille,,,2275,Dr. Karel Van Noppenstraat,,,8,51.2630528365,4.80603537095
Lille,,,2275,Molenheidedreef,,,6,51.2706623636,4.80039660536
Lille,,,2275,Kerkstraat,,,25,51.2381653316,4.82232645418
Lille,,,2275,Tielenbaan,,,68,51.2366167629,4.83400317865
Lille,,,2275,Kerkstraat,,,37,51.2381318955,4.82143592614
Lille,,,2275,Valvekenstraat,,,19,51.252773665,4.81896409712
Lille,,,2275,Boskant,,,112,51.2491383991,4.81578719999
Lille,,,2275,Hoogland,,,20,51.2350435547,4.83676569927
Lille,,,2275,Wijngaard,,,17,51.2270507209,4.8371193877
Lille,,,2275,Kardinaal Cardijnlaan,,,34,51.2326001573,4.83908556624
Lille,,,2275,De Nefstraat,,,13,51.2687469613,4.86818633664
Lille,,,2275,Oostmalsebaan,,,11,51.2641344617,4.78389344219
Lille,,,2275,Gebroeders De Winterstraat,,,85,51.2603686292,4.79486764719
Lille,,,2275,Puttekensberg,,,26,51.2663302182,4.80670504893
Lille,,,2275,Moereind,,,110,51.2566011168,4.78399552098
Lille,,,2275,Tulpenlaan,,,11,51.2601255228,4.78966896486
Lille,,,2275,Boonhof,,,81,51.2582438001,4.78888683898
Lille,,,2275,Lozijde,,,25,51.2735897242,4.87331137593
Lille,,,2275,Middelveld,,,31,51.2674755737,4.87874740903
Lille,,,2275,Bremstraat,,,20,51.2704252455,4.79250041683
Lille,,,2275,Brulens,,,17,51.2659802946,4.85939510973
Lille,,,2275,Neerhof,,,9,51.2329123998,4.82734342337
Lille,,,2275,Dr. Karel Van Noppenstraat,,,14,51.2624435331,4.80461907584
Lille,,,2275,S. Daneelsstraat,,,11,51.2725645097,4.86825240667
Lille,,,2275,Boskant,,,126,51.250389292,4.81610357429
Lille,,,2275,Kloosterstraat,,,3,51.2661435249,4.86723526326
Lille,,,2275,Vlimmersebaan,,,65,51.2680691923,4.78672811694
Lille,,,2275,Kabienstraat,,,39,51.2408567721,4.82107966778
Lille,,,2275,Heihoef,,,5,51.2791216481,4.78689627389
Lille,,,2275,Turnhoutsebaan,,,79,51.2831219165,4.89574881717
Lille,,,2275,Lichtaartsesteenweg,,,64,51.2212182034,4.84062452984
Lille,,,2275,De Nefstraat,,,36,51.2691424835,4.86977172569
Lille,,,2275,Heymansstraat,,,4,51.263445267,4.78722165778
Lille,,,2275,Kerkepad,,,53,51.2679623691,4.78242332238
Lille,,,2275,Schoolstraat,,,32,51.2689397811,4.86438107424
Lille,,,2275,Beukenlaan,,,28,51.2283719305,4.81333788617
Lille,,,2275,Moereind,,,104,51.2557542375,4.78539731993
Lille,,,2275,P.Damiaanstraat,,,10,51.235807908,4.83184808849
Lille,,,2275,Poederleese weg,,,78,51.2330066889,4.82972144901
Lille,,,2275,Gustaaf C. De Bruynestraat,,,30,51.2279690995,4.84054651003
Lille,,,2275,Rozenlaan,,,42,51.2651496444,4.86820043839
Lille,,,2275,Molenpad,,,25,51.2716645777,4.86957249221
Lille,,,2275,Beersebaan,,,15A,,
Lille,,,2275,Beek,,,83,51.2330866097,4.83427800553
Lille,,,2275,Visbeekbaan,,,25,51.2679901926,4.79182773777
Lille,,,2275,Beulk,,,76,51.2623010565,4.77948336778
Lille,,,2275,Dorp,,,54,51.2297729599,4.83551515065
Lille,,,2275,Hoogland,,,11,51.236097166,4.83638554933
Lille,,,2275,Wechelsebaan,,,60,51.244958815,4.82120417978
Lille,,,2275,Hemeldonk,,,16,51.2724871408,4.85485869972
Lille,,,2275,Biezenhoek,,,7,51.2301151746,4.83650927654
Lille,,,2275,Hoeksken,,,15,51.2406632097,4.82517892476
Lille,,,2275,Beersebaan,,,90,51.2753708315,4.86518833964
Lille,,,2275,Herentalsesteenweg,,,6,51.2261197561,4.83464824233
Lille,,,2275,Zittaartse heide,,,26,51.2272108709,4.81591174229
Lille,,,2275,Zagerijstraat,,,13,51.2334552736,4.8269118049
Lille,,,2275,Gebroeders De Winterstraat,,,6,51.2626562134,4.78731297997
Lille,,,2275,Tielenbaan,,,84,51.236802713,4.83680687099
Lille,,,2275,Vinkenpad,,,5,51.291813327,4.84044285134
Lille,,,2275,Oostmalsebaan,,,42,,
Lille,,,2275,De Nieuwe Wijngaard,,,6,51.2286102077,4.84581511746
Lille,,,2275,Visbeekbaan,,,26,51.2673549799,4.79089924941
Lille,,,2275,S. Daneelsstraat,,,15,51.27293775,4.8690077159
Lille,,,2275,Bruinstraat,,,19,51.2559611031,4.8316055041
Lille,,,2275,Schoolblok,,,29,,
Lille,,,2275,Kerkstraat,,,16,51.2384461418,4.82274501291
Lille,,,2275,Heymansstraat,,,1,51.263630722,4.78701157881
Lille,,,2275,Hoogland,,,16,51.2357496246,4.83589738901
Lille,,,2275,Achterste Moereind,,,16,51.2546094364,4.79478266241
Lille,,,2275,Hoogland,,,13,51.2359381251,4.83641688322
Lille,,,2275,Veenzijde,,,22,51.2628287006,4.86368044284
Lille,,,2275,Beukenlaan,,,37,51.2277170705,4.81028412069
Lille,,,2275,Boskant,,,82,51.246231983,4.8172335132
Lille,,,2275,Visbeekbaan,,,36,51.2675841987,4.7919001251
Lille,,,2275,Corsicabaan,,,9,51.2742189706,4.79631507532
Lille,,,2275,Hoeksken,,,30,51.2414219664,4.82665515408
Lille,,,2275,Vlimmersebaan,,,130,51.2736326558,4.78575140499
Lille,,,2275,Kouter,,,22,51.2243878054,4.83543152725
Lille,,,2275,Zand,,,22,51.2675807664,4.80106763285
Lille,,,2275,Den Hert,,,14,51.2629279286,4.78619610217
Lille,,,2275,Vlinderweg,,,20,51.2751397904,4.79228099763
Lille,,,2275,Tulpenlaan,,,20,51.2599831147,4.79030816999
Lille,,,2275,Pastorijstraat,,,93,51.2682066318,4.79823148075
Lille,,,2275,Kerkstraat,,,32,51.2385047424,4.82143482761
Lille,,,2275,Rozenlaan,,,54,51.2649295723,4.86842143555
Lille,,,2275,Biezenhoek,,,17,51.2307344213,4.83768101235
Lille,,,2275,De Weverkens,,,6,51.2541217207,4.76879484812
Lille,,,2275,Karredongen,,,57,51.2650268973,4.82376336948
Lille,,,2275,Bergpad,,,35,51.2673541934,4.78593251628
Lille,,,2275,Molenheide,,,22,51.2715496802,4.789610172
Lille,,,2275,Wagemansstraat,,,21,51.2607848035,4.79110951341
Lille,,,2275,Kan. J. Peetersstraat,,,19,51.2686617435,4.87231913134
Lille,,,2275,Gebroeders De Winterstraat,,,23,51.2625111847,4.78871908978
Lille,,,2275,Rooien,,,1,51.2778355276,4.8854749739
Lille,,,2275,Rozenlaan,,,32,51.2647043849,4.86764062739
Lille,,,2275,Hazenpad,,,18,51.2881577697,4.84208688264
Lille,,,2275,Rechtestraat,,,6,51.2386357273,4.82435087617
Lille,,,2275,Beersebaan,,,101,,
Lille,,,2275,Lange weg,,,8,51.2614480562,4.78439322018
Lille,,,2275,Bergpad,,,50,51.2688735648,4.78593840982
Lille,,,2275,Waterlaat,,,6,51.2627040157,4.87105537409
Lille,,,2275,Heiend,,,61,51.2345365757,4.82087549627
Lille,,,2275,Zavelstraat,,,20,51.2313977741,4.81965671552
Lille,,,2275,Wagemansstraat,,,60,51.257662712,4.79450751468
Lille,,,2275,Beulkbeemden,,,9,51.263603782,4.77630505173
Lille,,,2275,Borze,,,13,51.2385507147,4.83619226733
Lille,,,2275,De Reukens,,,3,51.280504559,4.88167269826
Lille,,,2275,Schoolstraat,,,58,51.2704069132,4.86202858534
Lille,,,2275,Kapelstraat,,,43,51.2460724405,4.82453596981
Lille,,,2275,Kerkstraat,,,6,51.2385052703,4.82368348123
Lille,,,2275,Balsakker,,,28,51.2386108123,4.81695559304
Lille,,,2275,Veldstraat,,,44,51.2404943437,4.81610353457
Lille,,,2275,Wagemansstraat,,,63,51.2579899598,4.79496174474
Lille,,,2275,Veldstraat,,,45,51.2406195118,4.81625681193
Lille,,,2275,Waterstraat,,,30,51.2428332326,4.8653469146
Lille,,,2275,Heggekapel,,,4,51.2182932742,4.83198948164
Lille,,,2275,De Busseltjes,,,10,51.2291921693,4.8402992116
Lille,,,2275,Het Ven,,,2,51.2611926546,4.86566537937
Lille,,,2275,De Nefstraat,,,77,51.2708637986,4.87251305668
Lille,,,2275,Pulsebaan,,,38,51.2607963196,4.78469654574
Lille,,,2275,Valvekenstraat,,,43,51.2534801858,4.82201225433
Lille,,,2275,Verbindingsstraat,,,1,51.2320620875,4.82812935178
Lille,,,2275,Vondelweg,,,1,51.2635237462,4.86866349972
Lille,,,2275,Lozijde,,,2,51.2723790856,4.87501189948
Lille,,,2275,Borgstraat,,,23,51.2580905801,4.78743462569
Lille,,,2275,Louis Neefsstraat,,,2,51.2671585221,4.86262613685
Lille,,,2275,Oostmalsebaan,,,28,51.2653617525,4.78363218192
Lille,,,2275,Gebroeders De Winterstraat,,,64,51.2594850747,4.79586204213
Lille,,,2275,Oude Baan,,,42,51.2701605817,4.87448309436
Lille,,,2275,Nachtegalenstraat,,,14,51.250443426,4.8198556178
Lille,,,2275,Lange weg,,,25,51.2609801512,4.78123005281
Lille,,,2275,Doolstraat,,,49,51.2601565034,4.86721466325
Lille,,,2275,Houtakkerstraat,,,21,51.2708461746,4.86467120296
Lille,,,2275,Herentalsesteenweg,,,47,51.2236914329,4.83233592479
Lille,,,2275,Heikant,,,103,,
Lille,,,2275,Lichtaartsesteenweg,,,61,51.2232965053,4.83932667437
Lille,,,2275,Eekhoornweg,,,12,51.2766739114,4.79165568176
Lille,,,2275,Beek,,,64,51.2337591135,4.83311799783
Lille,,,2275,Gierlebaan,,,101,51.250982085,4.83939870997
Lille,,,2275,Baan,,,54,51.2335077895,4.8375329915
Lille,,,2275,Tielenbaan,,,21,51.2379001189,4.82692735402
Lille,,,2275,Boskant,,,66,51.2447490102,4.81783974304
Lille,,,2275,Middelveld,,,30,51.2708279816,4.87983075386
Lille,,,2275,Voetbalstraat,,,17,51.2627174578,4.79467298217
Lille,,,2275,Konijnenpad,,,36,51.2872237129,4.843183238
Lille,,,2275,Blasvenpad,,,25,51.2650770665,4.79902037088
Lille,,,2275,Houtzijde,,,125,51.258033087,4.82734854205
Lille,,,2275,Bruinstraat,,,1A,51.2544630435,4.82864819153
Lille,,,2275,Hoogland,,,71,51.2345164328,4.83774889617
Lille,,,2275,Kan. J. Peetersstraat,,,6,51.267383702,4.87151153045
Lille,,,2275,Heerle,,,60,51.2175329502,4.87401616209
Lille,,,2275,Zittaart,,,25,51.2180358245,4.80534375377
Lille,,,2275,Visbeekbaan,,,82,51.2696661542,4.79857981741
Lille,,,2275,Boskant,,,104,51.24802247,4.81600433918
Lille,,,2275,Kouter,,,6,,
Lille,,,2275,Waterlaat,,,7,51.2622729067,4.871039688
Lille,,,2275,Gebroeders De Winterstraat,,,59,51.2616795678,4.79189654567
Lille,,,2275,Pellaarstraat,,,27,51.2777511293,4.86811378567
Lille,,,2275,Hemeldonk,,,24,51.2730358945,4.85354252899
Lille,,,2275,Zagerijstraat,,,52,51.2333027632,4.81985442399
Lille,,,2275,Hoeksken,,,42,51.2424517164,4.82708787502
Lille,,,2275,Brulens,,,3,51.2634532318,4.855779913
Lille,,,2275,Akkerstraat,,,58,51.2482100464,4.82403100761
Lille,,,2275,Vlimmersebaan,,,115,51.2797621922,4.78438855947
Lille,,,2275,Schoolstraat,,,33,51.2685159781,4.8635442315
Lille,,,2275,Baan,,,19,51.2325376879,4.83511908778
Lille,,,2275,Beek,,,11,51.2349821746,4.83000016808
Lille,,,2275,Kan. J. Peetersstraat,,,16,51.2680464885,4.87257166597
Lille,,,2275,Tielenbaan,,,121,51.2359160418,4.84077038957
Lille,,,2275,Oude Lillebaan,,,4,51.2620220135,4.85882157229
Lille,,,2275,Wechelsebaan,,,72,51.2457842038,4.82059940196
Lille,,,2275,Doolstraat,,,4,51.2639562119,4.86908075999
Lille,,,2275,Meikloklaan,,,22,51.2746756346,4.87119599126
Lille,,,2275,Wechelsebaan,,,140,51.2497214616,4.81766445258
Lille,,,2275,Lindenlaan,,,9,51.2629590265,4.78969274672
Lille,,,2275,Borgstraat,,,16,51.2582751961,4.78636964881
Lille,,,2275,Berkenlaan,,,11,51.2277804572,4.81641425337
Lille,,,2275,Rechtestraat,,,24,51.2393474969,4.82400874183
Lille,,,2275,Boskant,,,65,51.243673361,4.81715343261
Lille,,,2275,De Dalen,,,35,51.2686632284,4.78961628727
Lille,,,2275,Gustaaf C. De Bruynestraat,,,8,51.2293763218,4.84297591075
Lille,,,2275,Vlimmersebaan,,,25,51.2652280856,4.78672092062
Lille,,,2275,Visbeekbaan,,,43,51.268569394,4.79375885546
Lille,,,2275,Voetbalstraat,,,9,51.2622556462,4.79352122274
Lille,,,2275,Merelstraat,,,9,51.2509799425,4.81891408381
Lille,,,2275,Moereindpad,,,4,51.2583039813,4.79264755246
Lille,,,2275,Molenpad,,,4,51.2710902749,4.87127461537
Lille,,,2275,Hoogland,,,75,51.2344547887,4.8372916827
Lille,,,2275,Veenakkers,,,4,51.2578945535,4.8633441758
Lille,,,2275,Valvekenstraat,,,77,51.2540592809,4.82862557938
Lille,,,2275,Verbindingsstraat,,,5,51.232605752,4.82906576163
Lille,,,2275,Voetbalstraat,,,10,,
Lille,,,2275,Biezenhoek,,,6,51.2293765238,4.83627551561
Lille,,,2275,Sept,,,16A,,
Lille,,,2275,Peerdskerkhofstraat,,,1,51.2398964022,4.82513231221
Lille,,,2275,Eikenlaan,,,56,51.2390340368,4.83102834562
Lille,,,2275,Binnenhof,,,7,51.2345564752,4.83555997134
Lille,,,2275,Bosuilweg,,,23,51.2778923967,4.79252634025
Lille,,,2275,Tielenbaan,,,54,51.2367787206,4.83231550856
Lille,,,2275,Gebroeders De Winterstraat,,,3,51.2630195866,4.78726983257
Lille,,,2275,Akkerstraat,,,33,51.2462888761,4.82248311987
Lille,,,2275,Doolstraat,,,62,51.259704875,4.86568959981
Lille,,,2275,Blommerschotsebaan,,,23,51.2664302522,4.77612565673
Lille,,,2275,Boonhof,,,65,51.2589970633,4.78740826177
Lille,,,2275,Heikant,,,10,51.2367695403,4.82393011667
Lille,,,2275,Tielenbaan,,,72,51.2366641542,4.8342257308
Lille,,,2275,Beemdenstraat,,,5,51.2832951932,4.90146986431
Lille,,,2275,Heide,,,18B,51.2343419337,4.85500397972
Lille,,,2275,Herentalsesteenweg,,,68,51.2223239842,4.82990811015
Lille,,,2275,Pulsebaan,,,5,51.2624960647,4.78583191976
Lille,,,2275,Kauwenberg,,,17,51.2566923429,4.82389285008
Lille,,,2275,Wechelsebaan,,,156,51.2506437629,4.81704988549
Lille,,,2275,Zittaart,,,22A,51.2184111384,4.80673976219
Lille,,,2275,Klophamer,,,23,51.2535990642,4.83604968093
Lille,,,2275,Kruisweg,,,29,51.2628528171,4.79270018651
Lille,,,2275,De Dalen,,,37,51.2686735489,4.78919154985
Lille,,,2275,Rode-Kruisstraat,,,3,51.2393011516,4.82530360335
Lille,,,2275,Beulk,,,96,51.2607578991,4.77946687452
Lille,,,2275,Koolmeesweg,,,20,51.2771514675,4.79373383589
Lille,,,2275,Doolstraat,,,48,51.2606463237,4.86716260818
Lille,,,2275,Boskapelstraat,,,88,51.2305456966,4.82084675279
Lille,,,2275,Heiend,,,73,51.2341974696,4.82009217776
Lille,,,2275,Kerkstraat,,,34,51.2385668629,4.82105683827
Lille,,,2275,Lozijde,,,93,51.2789801868,4.86703062717
Lille,,,2275,Rozenlaan,,,25,51.264871056,4.86680341912
Lille,,,2275,Vendelmansweg,,,60,51.2661529601,4.79689639827
Lille,,,2275,Oude Baan,,,22,51.2697961319,4.87380324998
Lille,,,2275,Beersebaan,,,149,51.2766339481,4.86343527421
Lille,,,2275,Houtzijde,,,3,51.2471083982,4.83146244952
Lille,,,2275,Schoorstraat,,,24,51.2791927886,4.87972261289
Lille,,,2275,S. Daneelsstraat,,,21,51.273255185,4.86958919012
Lille,,,2275,Pastorijstraat,,,32,51.2658703998,4.79076542374
Lille,,,2275,Zand,,,47,51.2662386092,4.80178313444
Lille,,,2275,Kabienstraat,,,21,51.2397761878,4.82102978658
Lille,,,2275,Schoolstraat,,,18,51.2684298607,4.8650897585
Lille,,,2275,Pulsebaan,,,122A,,
Lille,,,2275,Veenzijde,,,1,51.26454351,4.86486046477
Lille,,,2275,Rooienkapel,,,11,51.2751607837,4.87972030302
Lille,,,2275,Visbeekbaan,,,52,51.2681902389,4.79374106223
Lille,,,2275,Hazenpad,,,14,51.2902909136,4.83948875496
Lille,,,2275,Veenzijde,,,58,51.2589230127,4.86480224917
Lille,,,2275,Gebroeders De Winterstraat,,,44,51.2608176678,4.7919727966
Lille,,,2275,Hulsbos,,,64,51.2272136788,4.83066301924
Lille,,,2275,Azalealaan,,,8,51.2595065666,4.79085738321
Lille,,,2275,Messemakersstraat,,,35,51.2581241497,4.86208959498
Lille,,,2275,Kloosterstraat,,,28,,
Lille,,,2275,Molenpad,,,76,51.2761561926,4.86918535479
Lille,,,2275,Molenheide,,,10,51.2702005344,4.78996176615
Lille,,,2275,Eekhoornweg,,,2,51.2759405499,4.7914053941
Lille,,,2275,Voetbalstraat,,,6,51.2616801673,4.79323288437
Lille,,,2275,Beek,,,74,51.2332223174,4.83391784986
Lille,,,2275,Haestakkers,,,38,51.2259142409,4.83937203085
Lille,,,2275,Broekzijstraat,,,17,51.2311275305,4.80899819416
Lille,,,2275,Heiend,,,27,51.2345555719,4.82458526422
Lille,,,2275,Kardinaal Cardijnlaan,,,26,51.2313702356,4.83918123054
Lille,,,2275,Heggelaan,,,53,51.221782134,4.83225450495
Lille,,,2275,Bersegembaan,,,85,51.2831859377,4.79937658994
Lille,,,2275,Beulk,,,7,51.2622408906,4.78299433195
Lille,,,2275,Beek,,,46,51.2349598653,4.83419723233
Lille,,,2275,Beulk,,,23,51.263701266,4.78342023404
Lille,,,2275,Gierlebaan,,,90,51.2468676178,4.83287774389
Lille,,,2275,Visbeekbaan,,,39,51.2684944693,4.7933731736
Lille,,,2275,Heerle,,,19,,
Lille,,,2275,Vorselaarheide,,,5,51.2477860014,4.77161516874
Lille,,,2275,Vlimmersebaan,,,26,51.26472784,4.78691084171
Lille,,,2275,Heerle,,,51,51.2150055811,4.87469746143
Lille,,,2275,Baan,,,47,51.233817377,4.83730072927
Lille,,,2275,Lindenlaan,,,5,51.2627830771,4.78907469017
Lille,,,2275,Balsakker,,,34,51.238531573,4.81606805702
Lille,,,2275,Beersebaan,,,177,51.2835491219,4.85708586199
Lille,,,2275,Wechelsebaan,,,74,51.2458500941,4.82085653465
Lille,,,2275,Lichtaartsesteenweg,,,84,51.2195590802,4.84369878514
Lille,,,2275,Boonhof,,,58,51.2584361994,4.78803852896
Lille,,,2275,Heikant,,,18,51.2302603753,4.83154980458
Lille,,,2275,Boonhof,,,21,51.2593551646,4.7874071875
