PKANCODE,COMMUNE_NL,STREET_NL,HUISNR,LAT,LON
9280,Lebbeke,Haagstraat,8,51.0079900756,4.13685232006
9280,Lebbeke,Lange Molenstraat,89,50.9939500678,4.12219483791
9280,Lebbeke,Fabrieksstraat,2,50.9936453178,4.14980473716
9280,Lebbeke,Rossevaalstraat,96,51.0014699749,4.14395265972
9280,Lebbeke,Grote Snijdersstraat,77,51.0063965732,4.14490791532
9280,Lebbeke,Baasrodestraat,147,51.0149355574,4.14555253382
9280,Lebbeke,Eikenveldstraat,37,50.9962480058,4.12394029495
9280,Lebbeke,Gehuchtveldstraat,4B,50.9795803594,4.10245257542
9280,Lebbeke,Halfveldstraat,15,50.9943910989,4.14698590703
9280,Lebbeke,Romestraat,2,50.9874301945,4.1300056285
9280,Lebbeke,Potaardestraat,67,51.0025997739,4.15755850019
9280,Lebbeke,Streekbaan,4A,50.9818706102,4.09056767792
9280,Lebbeke,Baardegemsestraat,23,50.9810855196,4.12752375933
9280,Lebbeke,Koning Albert I-straat,65,50.998921033,4.13657897036
9280,Lebbeke,Hogeweg,18,50.9959194034,4.14482704694
9280,Lebbeke,Zavel,7,50.990925374,4.13599362144
9280,Lebbeke,Lange Breestraat,25,50.9760506498,4.15201418546
9280,Lebbeke,Poelstraat,34,51.0120759216,4.14986121123
9280,Lebbeke,Fochelstraat,52,50.9902930177,4.14769758756
9280,Lebbeke,Lindelaan,64,51.0045774695,4.13188518714
9280,Lebbeke,Verbindingsstraat,14,50.9988017809,4.13391550867
9280,Lebbeke,Nieuwstraat,85,50.9843022628,4.09185847963
9280,Lebbeke,Kakemanstraat,54,50.9940405743,4.16130339186
9280,Lebbeke,Kouterbaan,25,50.997672173,4.12003611015
9280,Lebbeke,Eikenveldstraat,19,50.9987706603,4.12731359054
9280,Lebbeke,Brusselsesteenweg,321,50.9749042037,4.14576347587
9280,Lebbeke,Fochelstraat,70,50.989678541,4.14761373886
9280,Lebbeke,Baasrodestraat,165,51.0166787913,4.14831705546
9280,Lebbeke,Aalstersestraat,172,50.9787113387,4.08923263873
9280,Lebbeke,Kouterbaan,1,50.9984597695,4.12186090842
9280,Lebbeke,Kleine Snijdersstraat,7,51.005063928,4.14704724111
9280,Lebbeke,Klein Gent,8,51.00084657,4.08609254545
9280,Lebbeke,Rooien,15,50.9793204162,4.12352109896
9280,Lebbeke,Rossevaalstraat,114,51.0021027273,4.14532954872
9280,Lebbeke,Nieuwstraat,49,50.9813600909,4.08624822108
9280,Lebbeke,Mandekensstraat,9,51.0198740418,4.15392172959
9280,Lebbeke,Heidepark,13,50.9984520442,4.14703797292
9280,Lebbeke,Grote Snijdersstraat,95,51.0074063277,4.14391813332
9280,Lebbeke,Molenveldstraat,60,50.998264342,4.09754084519
9280,Lebbeke,Rossevaalstraat,78,51.0014059818,4.14212431247
9280,Lebbeke,Beukenstraat,8,51.0030806276,4.12816619653
9280,Lebbeke,Kapellenstraat,47,51.0006402459,4.09134646276
9280,Lebbeke,Hoogstraat,30,50.9895241223,4.09095576436
9280,Lebbeke,Bakkersstraat,19,50.9962076737,4.13544710032
9280,Lebbeke,Potaardestraat,49,51.0007704694,4.15679671825
9280,Lebbeke,Kerkstraat,22,51.0000772604,4.13020035965
9280,Lebbeke,Lange Molenstraat,125,50.9929982855,4.11958026481
9280,Lebbeke,Heidebaan,1,51.0002018546,4.15656750122
9280,Lebbeke,Damstraat,8,51.0014129054,4.10589038088
9280,Lebbeke,Visstraat,39,51.0031291863,4.08643027697
9280,Lebbeke,Potaardestraat,103,51.0041789966,4.15928171719
9280,Lebbeke,Dries,16,51.0050821764,4.10002099165
