PKANCODE,COMMUNE_NL,STREET_NL,HUISNR,LAT,LON
2018,Antwerpen,Sint-Thomasstraat,5,51.2045441222,4.41143796731
2018,Antwerpen,Constantia Teichmannplaats,5,51.2058654099,4.40790137786
2018,Antwerpen,Draakstraat,14,51.2063255766,4.43078542274
2018,Antwerpen,De Moystraat,38,51.2080601974,4.40766042319
2018,Antwerpen,Lange Leemstraat,161,51.2068992587,4.4152313235
2018,Antwerpen,Hertoginstraat,1,51.2073292597,4.41000077419
2018,Antwerpen,Lange Elzenstraat,124,51.1980307519,4.39465652781
2018,Antwerpen,Van Schoonbekestraat,75,51.201762839,4.40701439124
2018,Antwerpen,Somersstraat,53,51.2116456915,4.42407954884
2018,Antwerpen,Diercxsensstraat,27,51.204501503,4.39922597973
2018,Antwerpen,Provinciestraat,146,51.213124104,4.42576671914
2018,Antwerpen,Anselmostraat,27,51.2072758252,4.40384423552
2018,Antwerpen,Haringrodestraat,69,51.2016013166,4.4158330273
2018,Antwerpen,Isabella Brantstraat,14,51.2057858995,4.40643038137
2018,Antwerpen,Belegstraat,28,51.2052049411,4.39441322534
2018,Antwerpen,De Keyserlei,23,51.2178563294,4.41826388763
2018,Antwerpen,Provinciestraat,29,51.2166450307,4.42724807245
2018,Antwerpen,Stefaniestraat,28,51.2049638685,4.40277376806
2018,Antwerpen,Jan Van Rijswijcklaan,125,51.1952555525,4.40446774404
2018,Antwerpen,Vlijtstraat,76,51.2065439482,4.43897812262
2018,Antwerpen,Harmoniestraat,116,51.2004996176,4.40883132969
2018,Antwerpen,Rudolfstraat,29,51.205008828,4.40209615546
2018,Antwerpen,Sint-Laureisstraat,47,51.2034662871,4.39753866908
2018,Antwerpen,Jan Van Rijswijcklaan,107,51.1956161626,4.4050707172
2018,Antwerpen,Stoomstraat,11,51.2125798852,4.42228624855
2018,Antwerpen,Provinciestraat,289,51.2087929053,4.4249152354
2018,Antwerpen,Lange Achteromstraat,46,51.2033759536,4.39643518646
2018,Antwerpen,Durletstraat,29,51.201736617,4.40439840405
2018,Antwerpen,Jacob Jordaensstraat,24,51.2093941903,4.41697033529
2018,Antwerpen,Van Putlei,66,51.195829795,4.40023903067
2018,Antwerpen,Cuylitsstraat,6,51.2050207803,4.39475866934
2018,Antwerpen,Breughelstraat,23,51.2081634958,4.41497088369
2018,Antwerpen,Clementinastraat,52,51.203330676,4.40053165086
2018,Antwerpen,Lange Kievitstraat,44,51.212685054,4.4196662134
2018,Antwerpen,Van Eycklei,22,51.2101919895,4.41386304074
2018,Antwerpen,Grotebeerstraat,31,51.2073427125,4.42729264561
2018,Antwerpen,Haantjeslei,129,51.2020813852,4.40239047094
2018,Antwerpen,Sanderusstraat,63,51.2067318199,4.4036297565
2018,Antwerpen,Lange Batterijstraat,81,51.2025358325,4.39555046289
2018,Antwerpen,Diamantstraat,13,51.2050628634,4.39734279426
2018,Antwerpen,Boudewijnsstraat,14,51.2045683201,4.40044079646
2018,Antwerpen,Broederminstraat,57,51.2019597133,4.39614273872
2018,Antwerpen,Diercxsensstraat,3,51.2047928494,4.40011844239
2018,Antwerpen,Mechelsesteenweg,78,51.2083636336,4.40823248584
2018,Antwerpen,Anselmostraat,3,51.2078643976,4.40351357034
2018,Antwerpen,Catharina Beersmansstraat,23,51.1993245975,4.39278867252
2018,Antwerpen,Mercatorstraat,128,51.2060982602,4.42529170473
2018,Antwerpen,Markgravelei,92,51.1983771374,4.4024378172
2018,Antwerpen,Sint-Thomasstraat,29,51.2046939438,4.41244884561
2018,Antwerpen,Tweelingenstraat,64,51.207807272,4.43513042115
2018,Antwerpen,Marialei,9,51.2021824745,4.42037497867
2018,Antwerpen,Cobdenstraat,26,51.2020560077,4.4279477975
2018,Antwerpen,Balansstraat,71,51.2019661382,4.39357397924
2018,Antwerpen,Quellinstraat,41,51.2155861608,4.41624221263
2018,Antwerpen,Somersstraat,71,51.211669708,4.42347038179
2018,Antwerpen,Hertoginstraat,25,51.2086796401,4.41136296811
2018,Antwerpen,Anneessensstraat,19,51.2186450082,4.4185996514
2018,Antwerpen,Arthur Goemaerelei,61,51.1964580042,4.4008750699
2018,Antwerpen,Provinciestraat,308,51.2091625254,4.42469517378
2018,Antwerpen,Lange Herentalsestraat,26,51.2153196243,4.41697239977
2018,Antwerpen,De Beuckerstraat,62,51.1987518921,4.39216274634
2018,Antwerpen,Stanleystraat,28,51.2015111718,4.42943835157
2018,Antwerpen,Jan Van Rijswijcklaan,89,51.195964952,4.40552519771
