PKANCODE,COMMUNE_NL,STREET_NL,HUISNR,LAT,LON
8890,Moorslede,Azalealaan,49,50.8482640312,3.09960046991
8890,Moorslede,Bakkerhoekstraat,31,50.8434573126,3.10200920357
8890,Moorslede,Mgr. Cardijnlaan,39,50.8522277628,3.10241719303
8890,Moorslede,Dadizelehoekstraat,13,50.8631062369,3.08500902554
8890,Moorslede,Dennenlaan,38,50.8495786839,3.09909489441
8890,Moorslede,Meensesteenweg,158,50.8484749488,3.11026809466
8890,Moorslede,Heulestraat,16,50.8544474436,3.08289853001
8890,Moorslede,Dadizeelsestraat,6,50.8916006539,3.05987434956
8890,Moorslede,Bakkerhoekstraat,13,50.8448870336,3.10483543249
8890,Moorslede,Sparrestraat,8,50.8898193617,3.06412949567
8890,Moorslede,Kapelleveld,19,50.852500848,3.08953011697
8890,Moorslede,Boomstraat,6,50.9097680951,3.07980486261
8890,Moorslede,Kleppestraat,26,50.8517291457,3.09947243548
8890,Moorslede,Dadizeelsestraat,2A,50.8917154869,3.05989233102
8890,Moorslede,Emiel Jacqueslaan,94,50.8864590381,3.06232471765
8890,Moorslede,Kerkhofstraat,2,50.8912764958,3.0694089969
8890,Moorslede,Remi-Dewittestraat,25,50.8504430912,3.09762772531
8890,Moorslede,Veldstraat,2B,50.895251225,3.06527062016
8890,Moorslede,Kortrijksestraat,77,50.8488613068,3.12346746726
8890,Moorslede,Waterstraat,27,50.8671915737,3.08906058285
8890,Moorslede,Passendaalsestraat,29,50.8932158546,3.05436799471
8890,Moorslede,Kapelweg,1,50.900347001,3.07494755682
8890,Moorslede,Dadizeelsestraat,112,50.8862820777,3.06106264609
8890,Moorslede,Dadizeelsestraat,192A,50.8726156087,3.06704406373
8890,Moorslede,Kasteelstraat,124,50.8486843977,3.12543727256
8890,Moorslede,St. Sebastiaanlaan,27,50.8468534628,3.09340650721
8890,Moorslede,Roeselaarsestraat,140,50.8968828711,3.06703001439
8890,Moorslede,Kazerneweg,1,50.908435697,3.08429773739
8890,Moorslede,Roeselaarsestraat,58,50.8928878318,3.06383858944
8890,Moorslede,Sperredreef,15,50.8508693422,3.09883976367
8890,Moorslede,Begonialaan,24,50.8480142078,3.10059295919
8890,Moorslede,Lindenweg,1,50.9161381606,3.08250238408
8890,Moorslede,Waterstraat,3,50.8693120165,3.08880990747
8890,Moorslede,Emiel Jacqueslaan,76,50.889067548,3.06476869464
8890,Moorslede,Pater Lievensstraat,3A,50.8916736214,3.06401617046
8890,Moorslede,Grote Potterijstraat,4,50.8735765707,3.06396834372
8890,Moorslede,6e Jagersstraat,3,50.8905824248,3.06238376785
8890,Moorslede,Vier Seizoenenstraat,4,50.8912603354,3.0656781511
8890,Moorslede,Stationstraat,163,50.8937716669,3.04130531
8890,Moorslede,Iepersestraat,4,50.8902007856,3.05970481742
8890,Moorslede,Zuidstraat,14,50.8934699786,3.0616387502
8890,Moorslede,Azalealaan,103,50.8461720816,3.09400539074
8890,Moorslede,Ketenstraat,52,50.8489735253,3.09256519709
8890,Moorslede,Stationstraat,135,50.8930104643,3.04542091116
8890,Moorslede,Kouterweg,1,50.8902158369,3.0686194222
8890,Moorslede,Pastorijstraat,12,50.867472358,3.08661361461
8890,Moorslede,Stationstraat,181,50.8939780869,3.03995280487
8890,Moorslede,Veldstraat,7,50.8954832024,3.06447020459
8890,Moorslede,Menenstraat,56,50.8458281714,3.10066710057
8890,Moorslede,Gentsestraat,23,50.894196258,3.07075153734
8890,Moorslede,Iepersestraat,28,50.8891683357,3.05709880355
8890,Moorslede,Emiel Jacqueslaan,6,50.8878535196,3.06344935885
8890,Moorslede,Nieuwstraat,13,50.893501906,3.06591223293
8890,Moorslede,Dadizeelsestraat,130,50.8846495874,3.06202112086
8890,Moorslede,Baron-Holvoetlaan,15,50.8478774515,3.10429975471
8890,Moorslede,Vagevuurstraat,2,50.9073798185,3.06358369252
8890,Moorslede,Ooststraat,13,50.8961825673,3.06269576158
8890,Moorslede,Sperredreef,33,50.85084857,3.09982016637
8890,Moorslede,Menensesteenweg,40,50.8869111891,3.11277684855
8890,Moorslede,Roeselaarsestraat,129,50.8959738414,3.0658890297
8890,Moorslede,Dadizeelsestraat,183,50.8621044097,3.07922025312
8890,Moorslede,Millesteenstraat,13,50.8496832363,3.10447318228
8890,Moorslede,Zuidstraat,32,50.8938516081,3.06268678237
8890,Moorslede,Permekelaan,8,50.8889407462,3.06750562224
8890,Moorslede,Stationstraat,28,50.8924604463,3.05859247727
8890,Moorslede,Passendaalsestraat,111,50.8975998157,3.0622621235
8890,Moorslede,Dadizeelsestraat,41,50.8895903365,3.06115180479
8890,Moorslede,Cyriel Vanhauwaertstraat,27,50.8870319271,3.06844854656
8890,Moorslede,Kleppestraat,79,50.8520652457,3.1074127923
8890,Moorslede,Stadendreve,21,50.893488868,3.05852484646
8890,Moorslede,Mgr. Cardijnlaan,85,50.851952653,3.1042356241
8890,Moorslede,Breulstraat,33,50.8906964718,3.06607872709
8890,Moorslede,Berkenlaan,22,50.8487067812,3.09121145427
8890,Moorslede,Dadizeelsestraat,76,50.8879745468,3.06058997481
8890,Moorslede,Rubenslaan,38,50.8876650779,3.06582206293
8890,Moorslede,Kortrijksestraat,113,50.8477671983,3.12586527366
8890,Moorslede,Dadizeelsestraat,237,50.8593985329,3.08514236632
8890,Moorslede,Potterijstraat,6,50.859998548,3.07500201462
8890,Moorslede,Pater Lievensstraat,51,50.893004171,3.0669009361
8890,Moorslede,Begonialaan,7,50.8478797581,3.10172974323
8890,Moorslede,Stationstraat,4,50.8922309572,3.05978997789
8890,Moorslede,Dr. Vander Stichelelaan,50,50.8877334031,3.06638090773
8890,Moorslede,Oostnieuwkerksestraat,6,50.8983395511,3.05616300275
8890,Moorslede,Mandellaan,33,50.8524156402,3.10471602211
8890,Moorslede,Menenstraat,21,50.8472309278,3.10023532508
8890,Moorslede,Emiel Jacqueslaan,41,50.8879690543,3.06460686495
8890,Moorslede,Stationstraat,145,50.8932330711,3.04420005452
8890,Moorslede,Gentsestraat,58,50.8940265981,3.07323489385
8890,Moorslede,St. Sebastiaanlaan,3,50.8479480343,3.09405439166
8890,Moorslede,Mgr. Cardijnlaan,67,50.8515173318,3.10368631757
8890,Moorslede,Peemhutstraat,1,50.8970585249,3.04810019753
8890,Moorslede,Tulpenlaan,18,50.8464476396,3.10272364904
8890,Moorslede,Azalealaan,39,50.8485269416,3.10057515605
8890,Moorslede,Sprietstraat,6,50.876485175,3.07458384713
8890,Moorslede,Passendaalsestraat,75,50.8959954309,3.05930877819
8890,Moorslede,Werviksestraat,10,50.8746324745,3.04319085851
8890,Moorslede,Knaagreepstraat,9,50.892495651,3.09980229186
8890,Moorslede,Weststraat,35,50.8945873795,3.06147147134
8890,Moorslede,Strobomestraat,18,50.8649212836,3.08210045042
8890,Moorslede,Remi-Dewittestraat,1,50.851409377,3.09647844484
