PKANCODE,COMMUNE_NL,STREET_NL,HUISNR,LAT,LON
8432,Middelkerke,Vaartdijk-Noord,52,51.171322624,2.86940812209
8432,Middelkerke,Leffingestraat,32,51.1816540934,2.88252547928
8432,Middelkerke,Dorpsstraat,51,51.174058026,2.87803309106
8432,Middelkerke,Fleriskotstraat,104,51.1827777637,2.87726371282
8432,Middelkerke,Dorpsmolenstraat,15,51.173697033,2.8766845258
8432,Middelkerke,Ieperleedstraat,7,51.1779536545,2.88006702508
8432,Middelkerke,Groenhagestraat,31,51.1736167464,2.87281634316
8432,Middelkerke,Leffingestraat,14,51.1817100319,2.88076228806
8432,Middelkerke,Bargestraat,3,51.1775847539,2.88090720998
8432,Middelkerke,Papegaaistraat,10,51.1757376583,2.87528204621
8432,Middelkerke,Vaartdijk-Noord,12A,51.1721863716,2.88163983296
8432,Middelkerke,Ieperleedstraat,42,51.1771092689,2.88166538886
8432,Middelkerke,Blarenuitweg,1,51.1452375607,2.8678906139
8432,Middelkerke,Dorpsmolenstraat,33,51.1733268966,2.8766700388
8432,Middelkerke,Doornemaatsweg,3,51.1783043288,2.90209998729
8432,Middelkerke,Bonte Pierstraat,8,51.1769876702,2.87904200156
8432,Middelkerke,Vaartdijk-Zuid,24,51.1716075956,2.88178454402
8432,Middelkerke,Dorpsmolenstraat,43,51.1729459691,2.87779486511
8432,Middelkerke,Slijpesteenweg,50,51.168410811,2.87603904275
8432,Middelkerke,Dorpsstraat,129,51.1772728201,2.87694498288
8432,Middelkerke,Lijsterstraat,18,51.1761266537,2.88486438382
8432,Middelkerke,Fleriskotstraat,122,51.1816160964,2.87886526768
8432,Middelkerke,Groenhagestraat,13,51.1744873346,2.87605487087
8432,Middelkerke,Torhoutsesteenweg,11,51.1864186896,2.89956001893
8432,Middelkerke,Vaartdijk-Zuid,59,51.1678772109,2.85072872445
8432,Middelkerke,Kievitstraat,4,51.1761583632,2.88210858695
8432,Middelkerke,Groenhagestraat,40A,51.1733683537,2.8714331838
8432,Middelkerke,Vaartdijk-Zuid,60,51.1664682635,2.84787957429
8432,Middelkerke,Zevekotesteenweg,5,51.1569068456,2.88663156506
8432,Middelkerke,Dorpsmolenstraat,8,51.1736863463,2.8755538896
8432,Middelkerke,Patrijsstraat,35,51.1734077645,2.8822156144
8432,Middelkerke,Patrijsstraat,1,51.1751323523,2.88427984967
8432,Middelkerke,Cuyleweg,2,51.1658895421,2.87901581263
8432,Middelkerke,Dorpsstraat,106B,51.1770131985,2.87762321718
8432,Middelkerke,Ieperleedstraat,24,51.1769860941,2.8808649293
8432,Middelkerke,Vaartdijk-Zuid,42,51.1711727784,2.87606301081
8432,Middelkerke,Dorpsstraat,86,51.1761096612,2.87745169676
8432,Middelkerke,Wilskerkestraat,50,51.1726754508,2.87060933269
8432,Middelkerke,Kopstraat,3,51.1732444813,2.87965812047
8432,Middelkerke,Snipgatstraat,1,51.1718559531,2.89613020043
8432,Middelkerke,Kuipersstraat,2,51.1743833508,2.87472740276
8432,Middelkerke,Papegaaistraat,45,51.1775804943,2.87209805736
8432,Middelkerke,Wilskerkestraat,32,51.1743753853,2.86527508596
8432,Middelkerke,Papegaaistraat,3,51.175481679,2.87605569027
8432,Middelkerke,Dorpsstraat,150,51.1780670871,2.87709924952
8432,Middelkerke,Dorpsstraat,15,51.172480729,2.87861531374
