PKANCODE,COMMUNE_NL,STREET_NL,HUISNR,LAT,LON
3793,Voeren,Gieveldstraat,12,50.764322963,5.88426356943
3793,Voeren,Plankerweg,6,50.757934789,5.86501950034
3793,Voeren,Sinnich,8,50.7465966834,5.88382378562
3793,Voeren,Hoofstraat,3,50.7548667932,5.87229090033
3793,Voeren,Nurop,5,50.7590288267,5.86640806586
3793,Voeren,Varnstraat,1,50.7539516425,5.87117025113
3793,Voeren,Kloosterhofstraat,12,50.7460271388,5.87501858152
3793,Voeren,Sinnich,23,50.7475497431,5.88175779117
3793,Voeren,Nurop,12,50.7564364669,5.86892783439
3793,Voeren,Gieveldstraat,4G,50.7543471327,5.87714108583
3793,Voeren,Gieveldstraat,3,50.7521081715,5.87620375555
3793,Voeren,Kloosterhofstraat,7,50.7475321586,5.88015517987
3793,Voeren,Sinnich,17,50.7470729284,5.88346595569
3793,Voeren,Gieveldstraat,10,50.7547663662,5.878092591
3793,Voeren,Kloosterhofstraat,20,50.7373613717,5.86645803182
3793,Voeren,Kasteelstraat,2,50.7476910846,5.88277977258
3793,Voeren,Plankerweg,8,50.757663898,5.86322380079
3793,Voeren,Plankerweg,11,50.7575558117,5.8634777931
3793,Voeren,Sinnich,6,50.7461157364,5.88387817687
3793,Voeren,Varnstraat,3A,50.7529046011,5.86990044006
3793,Voeren,Gieveldstraat,5E,50.7534383299,5.87750543985
3793,Voeren,Varnstraat,3,50.7536839123,5.87113222398
3793,Voeren,Kloosterhofstraat,10,50.745974324,5.87721892102
3793,Voeren,Kloosterhofstraat,7A,50.7466913083,5.87918418179
3793,Voeren,Sinnich,19C,50.7471195146,5.882430328
3793,Voeren,Nurop,10,50.7561956519,5.8690556721
3793,Voeren,Gieveldstraat,1,50.7518683258,5.87629755882
3793,Voeren,Plankerweg,19E,50.7519249916,5.85095960183
3793,Voeren,Sinnich,19A,50.7468797218,5.88281830623
3793,Voeren,Nurop,7,50.7590322197,5.86740699993
3793,Voeren,Sinnich,19,50.7476057543,5.88265472059
3793,Voeren,Gieveldstraat,4B,50.7528020112,5.87662553744
3793,Voeren,Sinnich,20,50.7474072278,5.88202872171
3793,Voeren,Kloosterhofstraat,1,50.747893445,5.8806767043
3793,Voeren,Plankerweg,1,50.7592583726,5.86471497618
3793,Voeren,Plankerweg,16,50.7529363824,5.84928916227
3793,Voeren,Gieveldstraat,7,50.7545146976,5.87724865307
3793,Voeren,Sinnich,3,50.7462979724,5.88429644724
3793,Voeren,Sinnich,27,50.749402741,5.87905078363
3793,Voeren,Nurop,1,50.7579746425,5.86668312422
3793,Voeren,Gieveldstraat,5B,50.7529016692,5.87733445223
3793,Voeren,Gieveldstraat,5D,50.7532513615,5.87745224778
3793,Voeren,Varnstraat,4A,50.7514353563,5.86497549455
3793,Voeren,Kloosterhofstraat,16,50.7421643347,5.86962718287
3793,Voeren,Sinnich,10,50.7464142367,5.8830952814
3793,Voeren,Hoofstraat,7,50.7561029627,5.87488357419
3793,Voeren,Sinnich,22,50.7471438961,5.88250565802
3793,Voeren,Driesschen,5,50.7549654499,5.88916680912
3793,Voeren,Varnstraat,5A,50.7507778595,5.85956974072
3793,Voeren,Kloosterhofstraat,3,50.7474461378,5.88017381866
